0.34,0.51,0.48,0.5,0.67,0.9,0.9,8,im
0.63,0.54,0.48,0.5,0.65,0.79,0.81,8,im
0.7,0.4,0.48,0.5,0.56,0.86,0.83,8,im
0.6,0.5,1,0.5,0.54,0.77,0.8,8,im
0.16,0.51,0.48,0.5,0.33,0.39,0.48,8,im
0.74,0.7,0.48,0.5,0.66,0.65,0.69,8,im
0.2,0.46,0.48,0.5,0.57,0.78,0.81,8,im
0.89,0.55,0.48,0.5,0.51,0.72,0.76,8,im
0.7,0.46,0.48,0.5,0.56,0.78,0.73,8,im
0.12,0.43,0.48,0.5,0.63,0.7,0.74,8,im
0.61,0.52,0.48,0.5,0.54,0.67,0.52,8,im
0.33,0.37,0.48,0.5,0.46,0.65,0.69,8,im
0.63,0.65,0.48,0.5,0.66,0.67,0.71,8,im
0.41,0.51,0.48,0.5,0.53,0.75,0.78,8,im
0.34,0.67,0.48,0.5,0.52,0.76,0.79,8,im
0.58,0.34,0.48,0.5,0.56,0.87,0.81,8,im
0.59,0.56,0.48,0.5,0.55,0.8,0.82,8,im
0.51,0.4,0.48,0.5,0.57,0.62,0.67,8,im
0.5,0.57,0.48,0.5,0.71,0.61,0.66,8,im
0.6,0.46,0.48,0.5,0.45,0.81,0.83,8,im
0.37,0.47,0.48,0.5,0.39,0.76,0.79,8,im
0.58,0.55,0.48,0.5,0.57,0.7,0.74,8,im
0.36,0.47,0.48,0.5,0.51,0.69,0.72,8,im
0.39,0.41,0.48,0.5,0.52,0.72,0.75,8,im
0.35,0.51,0.48,0.5,0.61,0.71,0.74,8,im
0.31,0.44,0.48,0.5,0.5,0.79,0.82,8,im
0.61,0.66,0.48,0.5,0.46,0.87,0.88,8,im
0.48,0.49,0.48,0.5,0.52,0.77,0.71,8,im
0.11,0.5,0.48,0.5,0.58,0.72,0.68,8,im
0.31,0.36,0.48,0.5,0.58,0.94,0.94,8,im
0.68,0.51,0.48,0.5,0.71,0.75,0.78,8,im
0.69,0.39,0.48,0.5,0.57,0.76,0.79,8,im
0.52,0.54,0.48,0.5,0.62,0.76,0.79,8,im
0.46,0.59,0.48,0.5,0.36,0.76,0.23,8,im
0.36,0.45,0.48,0.5,0.38,0.79,0.17,8,im
0,0.51,0.48,0.5,0.35,0.67,0.44,8,im
0.1,0.49,0.48,0.5,0.41,0.67,0.21,8,im
0.3,0.51,0.48,0.5,0.42,0.61,0.34,8,im
0.61,0.47,0.48,0.5,0,0.8,0.32,8,im
0.63,0.75,0.48,0.5,0.64,0.73,0.66,8,im
0.71,0.52,0.48,0.5,0.64,1,0.99,8,im
0.85,0.53,0.48,0.5,0.53,0.52,0.35,8,imS
0.63,0.49,0.48,0.5,0.54,0.76,0.79,8,imS
0.75,0.55,1,1,0.4,0.47,0.3,8,imL
0.7,0.39,1,0.5,0.51,0.82,0.84,8,imL
0.72,0.42,0.48,0.5,0.65,0.77,0.79,8,imU
0.79,0.41,0.48,0.5,0.66,0.81,0.83,8,imU
0.83,0.48,0.48,0.5,0.65,0.76,0.79,8,imU
0.69,0.43,0.48,0.5,0.59,0.74,0.77,8,imU
0.79,0.36,0.48,0.5,0.46,0.82,0.7,8,imU
0.78,0.33,0.48,0.5,0.57,0.77,0.79,8,imU
0.75,0.37,0.48,0.5,0.64,0.7,0.74,8,imU
0.59,0.29,0.48,0.5,0.64,0.75,0.77,8,imU
0.67,0.37,0.48,0.5,0.54,0.64,0.68,8,imU
0.66,0.48,0.48,0.5,0.54,0.7,0.74,8,imU
0.64,0.46,0.48,0.5,0.48,0.73,0.76,8,imU
0.76,0.71,0.48,0.5,0.5,0.71,0.75,8,imU
0.84,0.49,0.48,0.5,0.55,0.78,0.74,8,imU
0.77,0.55,0.48,0.5,0.51,0.78,0.74,8,imU
0.81,0.44,0.48,0.5,0.42,0.67,0.68,8,imU
0.58,0.6,0.48,0.5,0.59,0.73,0.76,8,imU
0.63,0.42,0.48,0.5,0.48,0.77,0.8,8,imU
0.62,0.42,0.48,0.5,0.58,0.79,0.81,8,imU
0.86,0.39,0.48,0.5,0.59,0.89,0.9,8,imU
0.81,0.53,0.48,0.5,0.57,0.87,0.88,8,imU
0.87,0.49,0.48,0.5,0.61,0.76,0.79,8,imU
0.47,0.46,0.48,0.5,0.62,0.74,0.77,8,imU
0.76,0.41,0.48,0.5,0.5,0.59,0.62,8,imU
0.7,0.53,0.48,0.5,0.7,0.86,0.87,8,imU
0.64,0.45,0.48,0.5,0.67,0.61,0.66,8,imU
0.81,0.52,0.48,0.5,0.57,0.78,0.8,8,imU
0.73,0.26,0.48,0.5,0.57,0.75,0.78,8,imU
0.49,0.61,1,0.5,0.56,0.71,0.74,8,imU
0.88,0.42,0.48,0.5,0.52,0.73,0.75,8,imU
0.84,0.54,0.48,0.5,0.75,0.92,0.7,8,imU
0.63,0.51,0.48,0.5,0.64,0.72,0.76,8,imU
0.86,0.55,0.48,0.5,0.63,0.81,0.83,8,imU
0.79,0.54,0.48,0.5,0.5,0.66,0.68,8,imU
0.57,0.38,0.48,0.5,0.06,0.49,0.33,8,imU
0.78,0.44,0.48,0.5,0.45,0.73,0.68,8,imU
0.78,0.68,0.48,0.5,0.83,0.4,0.29,8,om
0.63,0.69,0.48,0.5,0.65,0.41,0.28,8,om
0.67,0.88,0.48,0.5,0.73,0.5,0.25,8,om
0.61,0.75,0.48,0.5,0.51,0.33,0.33,8,om
0.67,0.84,0.48,0.5,0.74,0.54,0.37,8,om
0.74,0.9,0.48,0.5,0.57,0.53,0.29,8,om
0.73,0.84,0.48,0.5,0.86,0.58,0.29,8,om
0.75,0.76,0.48,0.5,0.83,0.57,0.3,8,om
0.77,0.57,0.48,0.5,0.88,0.53,0.2,8,om
0.74,0.78,0.48,0.5,0.75,0.54,0.15,8,om
0.68,0.76,0.48,0.5,0.84,0.45,0.27,8,om
0.56,0.68,0.48,0.5,0.77,0.36,0.45,8,om
0.65,0.51,0.48,0.5,0.66,0.54,0.33,8,om
0.52,0.81,0.48,0.5,0.72,0.38,0.38,8,om
0.64,0.57,0.48,0.5,0.7,0.33,0.26,8,om
0.6,0.76,1,0.5,0.77,0.59,0.52,8,om
0.69,0.59,0.48,0.5,0.77,0.39,0.21,8,om
0.63,0.49,0.48,0.5,0.79,0.45,0.28,8,om
0.71,0.71,0.48,0.5,0.68,0.43,0.36,8,om
0.68,0.63,0.48,0.5,0.73,0.4,0.3,8,om
0.77,0.57,1,0.5,0.37,0.54,0.01,8,omL
0.66,0.49,1,0.5,0.54,0.56,0.36,8,omL
0.71,0.46,1,0.5,0.52,0.59,0.3,8,omL
0.67,0.55,1,0.5,0.66,0.58,0.16,8,omL
0.68,0.49,1,0.5,0.62,0.55,0.28,8,omL
0.74,0.49,0.48,0.5,0.42,0.54,0.36,8,pp
0.7,0.61,0.48,0.5,0.56,0.52,0.43,8,pp
0.66,0.86,0.48,0.5,0.34,0.41,0.36,8,pp
0.73,0.78,0.48,0.5,0.58,0.51,0.31,8,pp
0.65,0.57,0.48,0.5,0.47,0.47,0.51,8,pp
0.72,0.86,0.48,0.5,0.17,0.55,0.21,8,pp
0.67,0.7,0.48,0.5,0.46,0.45,0.33,8,pp
0.67,0.81,0.48,0.5,0.54,0.49,0.23,8,pp
0.67,0.61,0.48,0.5,0.51,0.37,0.38,8,pp
0.63,1,0.48,0.5,0.35,0.51,0.49,8,pp
0.57,0.59,0.48,0.5,0.39,0.47,0.33,8,pp
0.71,0.71,0.48,0.5,0.4,0.54,0.39,8,pp
0.66,0.74,0.48,0.5,0.31,0.38,0.43,8,pp
0.67,0.81,0.48,0.5,0.25,0.42,0.25,8,pp
0.64,0.72,0.48,0.5,0.49,0.42,0.19,8,pp
0.68,0.82,0.48,0.5,0.38,0.65,0.56,8,pp
0.32,0.39,0.48,0.5,0.53,0.28,0.38,8,pp
0.7,0.64,0.48,0.5,0.47,0.51,0.47,8,pp
0.63,0.57,0.48,0.5,0.49,0.7,0.2,8,pp
0.74,0.82,0.48,0.5,0.49,0.49,0.41,8,pp
0.63,0.86,0.48,0.5,0.39,0.47,0.34,8,pp
0.63,0.83,0.48,0.5,0.4,0.39,0.19,8,pp
0.63,0.71,0.48,0.5,0.6,0.4,0.39,8,pp
0.71,0.86,0.48,0.5,0.4,0.54,0.32,8,pp
0.68,0.78,0.48,0.5,0.43,0.44,0.42,8,pp
0.64,0.84,0.48,0.5,0.37,0.45,0.4,8,pp
0.74,0.47,0.48,0.5,0.5,0.57,0.42,8,pp
0.75,0.84,0.48,0.5,0.35,0.52,0.33,8,pp
0.63,0.65,0.48,0.5,0.39,0.44,0.35,8,pp
0.69,0.67,0.48,0.5,0.3,0.39,0.24,8,pp
0.7,0.71,0.48,0.5,0.42,0.84,0.85,8,pp
0.69,0.8,0.48,0.5,0.46,0.57,0.26,8,pp
0.64,0.66,0.48,0.5,0.41,0.39,0.2,8,pp
0.63,0.8,0.48,0.5,0.46,0.31,0.29,8,pp
0.66,0.71,0.48,0.5,0.41,0.5,0.35,8,pp
0.69,0.59,0.48,0.5,0.46,0.44,0.52,8,pp
0.68,0.67,0.48,0.5,0.49,0.4,0.34,8,pp
0.64,0.78,0.48,0.5,0.5,0.36,0.38,8,pp
0.62,0.78,0.48,0.5,0.47,0.49,0.54,8,pp
0.76,0.73,0.48,0.5,0.44,0.39,0.39,8,pp
0.64,0.81,0.48,0.5,0.37,0.39,0.44,8,pp
0.29,0.39,0.48,0.5,0.52,0.4,0.48,8,pp
0.62,0.83,0.48,0.5,0.46,0.36,0.4,8,pp
0.56,0.54,0.48,0.5,0.43,0.37,0.3,8,pp
0.69,0.66,0.48,0.5,0.41,0.5,0.25,8,pp
0.69,0.65,0.48,0.5,0.63,0.48,0.41,8,pp
0.43,0.59,0.48,0.5,0.52,0.49,0.56,8,pp
0.74,0.56,0.48,0.5,0.47,0.68,0.3,8,pp
0.71,0.57,0.48,0.5,0.48,0.35,0.32,8,pp
0.61,0.6,0.48,0.5,0.44,0.39,0.38,8,pp
0.59,0.61,0.48,0.5,0.42,0.42,0.37,8,pp
0.74,0.74,0.48,0.5,0.31,0.53,0.52,8,pp
